Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Summer Research Education Experience Program (R25 Clinical Trial Not Allowed)","6/14/2024","5/8/2027","R25","NIH","NINDS","NEI, NIDA, NIDCR, NIEHS","PAR-24-204","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-204.html"
"Research Opportunities in Crisis Response Services for Suicide Prevention (R01 Clinical Trial Optional)","6/13/2024","10/9/2025","R01","NIH","NIMH","None","RFA-MH-25-135","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-135.html"
"Nutrition Obesity Research Centers (P30 Clinical Trial Optional)","5/15/2024","6/11/2025","P30","NIH","NIDDK","ODS","RFA-DK-25-007","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-25-007.html"
"NINDS Research Education Opportunities (R25 Clinical Trial Not Allowed)","5/13/2024","7/15/2026","R25","NIH","NINDS","None","PAR-24-200","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-200.html"
"Minor Use Minor Species Development of Drugs (R01)","5/3/2024","1/30/2027","R01","FDA","FDA","None","PAR-24-216","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-216.html"
"Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Required)","4/26/2024","4/6/2027","R43/R44","NIH","NIH","NCCIH, NEI, NHGRI, NHLBI, NIA, NIAAA, NICHD, NIDA, NIDCD, NINR, NIOSH, NLM","PAR-24-132","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-132.html"
"Independent Scientist Award (Parent K02 Independent Basic Experimental Studies with Humans Required)","4/26/2024","5/8/2027","K02","NIH","NIH","NIA, NIAAA, NIDA, NINDS, ODSS, ORWH","PA-24-180","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-180.html"
"Independent Scientist Award (Parent K02 - Independent Clinical Trial Required)","4/26/2024","5/8/2027","K02","NIH","NIH","NIA, NIAAA, NIDA, NINDS, ODSS, ORWH","PA-24-178","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-178.html"
"NHLBI Outstanding Investigator Award (OIA) (R35 Clinical Trial Optional)","4/26/2024","4/29/2027","R35","NIH","NHLBI","None","RFA-HL-26-002","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-26-002.html"
"NHLBI Emerging Investigator Award (EIA) (R35 Clinical Trial Optional)","4/26/2024","4/29/2027","R35","NIH","NHLBI","None","RFA-HL-26-003","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-26-003.html"
"Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Not Allowed)","4/25/2024","4/6/2027","R43/R44","NIH","NIH","NCATS, NCCIH, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NINR, NIOSH, NLM","PAR-24-131","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-131.html"
"Small Business Transition Grant for New Entrepreneurs (R41/R42 Clinical Trial Not Allowed)","4/25/2024","4/6/2027","R41/R42","NIH","NIH","NCATS, NCCIH, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIGMS, NINR, NLM","PAR-24-133","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-133.html"
"Small Business Transition Grant for New Entrepreneurs (R41/R42 Clinical Trial Required)","4/25/2024","4/6/2027","R41/R42","NIH","NIH","NCCIH, NEI, NHGRI, NHLBI, NIA, NIAAA, NICHD, NIDA, NIDCD, NINR, NLM","PAR-24-134","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-134.html"
"Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Not Allowed)","4/25/2024","5/8/2027","K24","NIH","NIH","NCCIH, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIDA, NIDCD, NIEHS, NIMH, NIMHD, NINR, ODSS, ORWH","PA-24-188","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-188.html"
"Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Required)","4/25/2024","5/8/2027","K24","NIH","NIH","NCCIH, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIDA, NIDCD, NIEHS, NIMH, NIMHD, NINR, ORWH","PA-24-187","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-187.html"
"Midcareer Investigator Award in Patient-Oriented Research (Parent K24 - Independent Basic Experimental Studies with Humans Required)","4/25/2024","5/8/2027","K24","NIH","NIH","NCCIH, NIA, NIAAA, NIDA, NIDCD, NIEHS, NIMH, NINR, ODSS, ORWH","PA-24-189","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-189.html"
"NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, NINR, ORWH","PA-24-195","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-195.html"
"NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Required)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NCCIH, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, NLM, ORWH","PA-24-193","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-193.html"
"NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM, ORWH, NCCIH, NEI","PA-24-194","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-194.html"
"Mentored Research Scientist Development Award (Parent K01 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K01","NIH","NIH","NCCIH, NCI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINR, ORWH","PA-24-177","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-177.html"
"Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K01","NIH","NIH","ORIP, ORWH, NCI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINR, NLM, ODSS, NCCIH","PA-24-176","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-176.html"
"Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Required)","4/24/2024","5/8/2027","K01","NIH","NIH","NCCIH, NCI, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIMH, NIMHD, NINR, NLM, ORWH","PA-24-175","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-175.html"
"Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K02","NIH","NIH","NIA, NIAAA, NIDA, NIDCR, NINDS, ODSS, ORWH","PA-24-179","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-179.html"
"Mentored Clinical Scientist Research Career Development Award (Parent K08 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K08","NIH","NIH","NCCIH, NCI, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, ODSS, ORWH","PA-24-183","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-183.html"
"Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K08","NIH","NIH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NLM, ODSS, ORWH","PA-24-182","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-182.html"
"Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Required)","4/24/2024","5/8/2027","K08","NIH","NIH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIEHS, NIMH, NIMHD, NINDS, NLM, ORWH","PA-24-181","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-181.html"
"Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Not Allowed)","4/23/2024","5/8/2027","K25","NIH","NIH","ORWH, NCI, NEI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NLM","PA-24-191","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-191.html"
"Mentored Quantitative Research Development Award (Parent K25 Independent Basic Experimental Studies with Humans Required)","4/23/2024","5/8/2027","K25","NIH","NIH","NCI, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, ODSS, ORWH","PA-24-192","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-192.html"
"Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Required)","4/23/2024","5/8/2027","K25","NIH","NIH","NCI, NHLBI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NLM, ORWH","PA-24-190","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-190.html"
"The NCI Worta McCaskill-Stevens Career Development Award for Community Oncology and Prevention Research (K12 Clinical Trial Optional)","4/19/2024","2/19/2027","K12","NIH","NCI","None","PAR-24-153","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-153.html"
"Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional)","4/18/2024","4/19/2027","Admin Supp","NIH","NIH","NIAID, NIAMS, NIDA, NIEHS, NIMHD","PA-24-201","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-201.html"
"Global Infectious Disease Research Training Program (D43 Clinical Trial Optional)","4/17/2024","8/7/2026","D43","NIH","FIC","NIAID","PAR-24-174","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-174.html"
"Mentored Patient-Oriented Research Career Development Award (Parent K23 Independent Basic Experimental Studies with Humans Required)","4/9/2024","5/8/2027","K23","NIH","NIH","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, NINR, ORWH","PA-24-186","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-186.html"
"Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Not Allowed)","4/9/2024","5/8/2027","K23","NIH","NIH","NCCIH, NEI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, ORWH","PA-24-185","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-185.html"
"Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Required)","4/9/2024","5/8/2027","K23","NIH","NIH","NCCIH, NEI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, ORWH","PA-24-184","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-184.html"
"Research to Advance the Science of Primary Care (R01)","3/29/2024","11/6/2029","R01","AHRQ","AHRQ","None","PA-24-205","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-205.html"
"AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional)","3/22/2024","8/26/2026","P30","NIH","NIMH","None","PAR-24-165","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-165.html"
"Developmental AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional)","3/22/2024","8/26/2026","P30","NIH","NIMH","None","PAR-24-164","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-164.html"
"BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional)","3/19/2024","6/25/2026","R24","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS, OBSSR","RFA-MH-25-110","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-110.html"
"BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed)","3/19/2024","1/29/2027","R18","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH","RFA-NS-24-031","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-24-031.html"
"Utilizing Equipment to Study Environmental Extrinsic Factors and Enhance Rigor and Reproducibility of Animal Research (R24, Clinical Trials Not-Allowed)","3/13/2024","9/26/2026","R24","NIH","ORIP","None","PAR-24-167","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-167.html"
"Technologies for Improving Minority Health and Eliminating Health Disparities (R41/R42- Clinical Trial Optional)","3/8/2024","12/10/2026","R41/R42","NIH","NIMHD","NCATS, NIBIB, NIDCR, NINDS, NINR","RFA-MD-24-007","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-007.html"
"Innovations for Healthy Living - Improving Minority Health and Eliminating Health Disparities (R43/R44 - Clinical Trial Optional)","3/8/2024","12/10/2026","R43/R44","NIH","NIMHD","NCATS, NHLBI, NIA, NIBIB, NIDCR, NIDDK, NINDS, NINR","RFA-MD-24-006","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-006.html"
"Medical Scientist Training Program (MSTP) (T32)","3/4/2024","1/26/2027","T32","NIH","NIGMS","None","PAR-24-128","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-128.html"
"Building Interdisciplinary Research Careers in Women's Health (BIRCWH) (K12 Clinical Trial Optional)","2/26/2024","5/29/2026","K12","NIH","ORWH","NCI, NIA, NIAAA, NIAID, NIAMS, NICHD, NIDA, NIDCR, ODS, ODSS","RFA-OD-24-013","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-24-013.html"
"NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Basic Experimental Studies with Humans Required)","2/26/2024","5/8/2027","K01","NIH","NIDCD","None","PAR-24-150","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-150.html"
"NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Clinical Trial Required)","2/26/2024","5/8/2027","K01","NIH","NIDCD","None","PAR-24-149","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-149.html"
"NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Clinical Trial Not Allowed)","2/26/2024","5/8/2027","K01","NIH","NIDCD","None","PAR-24-159","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-159.html"
"INCLUDE (INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE) Predoctoral to Postdoctoral Fellow Transition Award (F99/K00 Clinical Trial Not Allowed)","2/22/2024","7/2/2026","F99/K00","NIH","NICHD","NIAMS, NIDCR","RFA-OD-24-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-24-007.html"
"BRAIN Initiative: Production and distribution facilities for brain cell type-specific access reagents (U24 Clinical Trial Not Allowed)","2/20/2024","7/2/2026","U24","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-25-105","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-105.html"
"NINDS Research Education Programs for Residents and Fellows in Neurological Disorders and Stroke (UE5 - Clinical Trial Not Allowed)","2/14/2024","1/29/2026","UE5","NIH","NINDS","None","PAR-24-079","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-079.html"
"NIA Career Transition Award (K22 Independent Clinical Trial Not Allowed)","2/13/2024","7/13/2026","K22","NIH","NIA","None","PAR-24-120","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-120.html"
"NIDCD's Mentored Research Education Pathway for Otolaryngology Residents and Medical Students (R25 - Clinical Trial Not Allowed)","2/9/2024","9/30/2026","R25","NIH","NIDCD","None","PAR-24-127","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-127.html"
"The NCI Transition Career Development Award (K22 Independent Clinical Trial Optional)","2/9/2024","11/12/2025","K22","NIH","NCI","None","PAR-24-117","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-117.html"
"NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Not Allowed)","2/8/2024","5/8/2027","K18","NIH","NIDCD","None","PAR-24-143","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-143.html"
"NIDCD Research Career Enhancement Award for Established Investigators (K18 Independent Basic Experimental Studies with Humans Required)","2/8/2024","5/8/2027","K18","NIH","NIDCD","None","PAR-24-142","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-142.html"
"NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Required)","2/8/2024","5/8/2027","K18","NIH","NIDCD","None","PAR-24-140","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-140.html"
"AHRQ Health Services Research Demonstration and Dissemination Grants (R18)","2/6/2024","5/27/2029","R18","AHRQ","AHRQ","None","PA-24-156","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-156.html"
"AHRQ Small Health Services Research Grant Program (R03)","2/6/2024","7/18/2029","R03","AHRQ","AHRQ","None","PA-24-155","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-155.html"
"AHRQ Health Services Research Projects (R01)","2/6/2024","7/7/2029","R01","AHRQ","AHRQ","None","PA-24-154","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-154.html"
"NIAID SBIR Phase II Clinical Trial Implementation Cooperative Agreement (U44 Clinical Trial Required)","1/29/2024","1/14/2027","U44","NIH","NIAID","None","PAR-24-099","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-099.html"
"Limited Competition: Specific Pathogen Free Macaque Colonies to Support HIV/AIDS Research (U42 Clinical Trial Not Allowed)","1/22/2024","1/8/2027","U42","NIH","ORIP","OAR","PAR-24-129","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-129.html"
"International Research Scientist Development Award (IRSDA) (K01) Independent Clinical Trial Not Allowed","1/22/2024","3/10/2026","K01","NIH","FIC","NCI, NEI, NIDCD","PAR-24-113","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-113.html"
"Analytical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U44 Clinical Trial Optional)","1/22/2024","6/26/2026","U44","NIH","NINDS","None","PAR-24-098","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-098.html"
"Clinical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U44 Clinical Trial Optional)","1/22/2024","6/23/2026","U44","NIH","NINDS","None","PAR-24-096","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-096.html"
"International Research Scientist Development Award (IRSDA) (K01 Independent Clinical Trial Required)","1/18/2024","3/10/2026","K01","NIH","FIC","NCI, NIDCD","PAR-24-114","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-114.html"
"High Priority HIV and Substance Use Research (RM1 Clinical Trial Optional)","1/17/2024","2/12/2027","RM1","NIH","NIDA","None","RFA-DA-25-060","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-060.html"
"NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional)","1/3/2024","11/14/2026","K12","NIH","NIDA","None","PAR-24-089","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-089.html"
"Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Basic Experimental Studies with Human Required)","12/22/2023","5/24/2205","R01","NIH","OD","NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIEHS, NIMH, NINR","PAR-24-076","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-076.html"
"NIDDK Education Program Grants (R25 Clinical Trial Not Allowed)","12/21/2023","1/31/2026","R25","NIH","NIDDK","None","PAR-24-074","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-074.html"
"Omics Phenotypes Related to Down Syndrome for the INCLUDE Project (X01 Clinical Trial Not Allowed)","12/5/2023","3/14/2026","X01","NIH","OD","NIDCR, NHGRI, NHLBI, NICHD, NIDCD","PAR-24-081","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-081.html"
"Systems-Based Approaches to Improve Patient Safety by Improving Healthcare Worker Safety and Well-Being (R01 Clinical Trial Optional)","12/5/2023","1/20/2029","R01","AHRQ","AHRQ","None","PA-24-093","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-093.html"
"NEI Small Business Innovation Research (SBIR) Cooperative Agreement for Early-Stage Clinical Trials with Greater than Minimal Risk (U44-Clinical Trial Required)","12/1/2023","1/8/2027","U44","NIH","NEI","None","PAR-24-066","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-066.html"
"Alcohol Research-Related Resource Award (R24 Clinical Trial Not Allowed)","11/30/2023","9/26/2026","R24","NIH","NIAAA","None","PAR-24-071","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-071.html"
"NINDS Exploratory Clinical Trials for Small Business (R41/R42 Clinical Trial Required)","11/27/2023","9/6/2026","R41/R42","NIH","NINDS","None","PAR-24-044","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-044.html"
"NINDS Exploratory Clinical Trials for Small Business (R43/R44 Clinical Trial Required)","11/27/2023","9/6/2026","R43/R44","NIH","NINDS","None","PAR-23-311","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-311.html"
"Competing Revisions to Existing NIH Single Project Research Grants and Cooperative Agreements (Clinical Trial Optional)","11/24/2023","11/24/2026","332","NIH","NIH","FIC, NCATS, NCCIH, NCI, NEI, NHGRI, NIA, NIAAA, NICHD, NIDA, NIDDK, NIMH, NIMHD","PA-23-317","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-317.html"
"Modules for Enhancing Biomedical Research Workforce Training (R25 - Independent Clinical Trial Not Allowed)","11/22/2023","1/28/2026","R25","NIH","NIGMS","None","PAR-24-040","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-040.html"
"Miniaturization and Automation of Tissue Chip Systems (MATChS) (UT1/UT2 - Clinical Trial Not Allowed)","11/21/2023","2/24/2026","UT1","NIH","NCATS","None","RFA-TR-23-018","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-23-018.html"
"Miniaturization and Automation of Tissue Chip Systems (MATChS) (U43/U44 Clinical Trial Not Allowed)","11/21/2023","2/24/2026","U43/U44","NIH","NCATS","None","RFA-TR-23-017","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-23-017.html"
"NHLBI Program Project Applications (P01 Clinical Trials Optional)","11/20/2023","9/26/2026","P01","NIH","NHLBI","None","PAR-24-065","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-065.html"
"NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Required)","11/9/2023","10/15/2026","K99/R00","NIH","NCI","None","PAR-23-287","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-287.html"
"NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Not Allowed)","11/9/2023","10/15/2026","K99/R00","NIH","NCI","None","PAR-23-286","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-286.html"
"NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Basic Experimental Studies with Humans Required)","11/8/2023","10/15/2026","K99/R00","NIH","NCI","None","PAR-23-288","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-23-288.html"
"Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional)","11/1/2023","8/19/2026","U44","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCR, NIMH, OBSSR","PAR-24-063","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-063.html"
"Data Standards for Tobacco Research and Scientific Review Phase 2","10/5/2023","10/13/2028","U24","FDA","FDA","None","RFA-FD-24-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-24-001.html"
"National Institute of General Medical Sciences Predoctoral Basic Biomedical Sciences Research Training Program (T32)","10/5/2023","9/26/2026","T32","NIH","NIGMS","None","PAR-23-228","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-228.html"
"HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed)","10/4/2023","3/14/2026","P01","NIH","NIAID","None","PAR-24-037","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-037.html"
"Cancer Research Education Grants Program - Research Experiences (R25 Clinical Trial Not Allowed)","9/29/2023","1/8/2027","R25","NIH","NCI","None","PAR-23-277","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-277.html"
"Cancer Research Education Grants Program - Courses for Skills Development (R25 Clinical Trial Not Allowed)","9/29/2023","1/8/2027","R25","NIH","NCI","None","PAR-23-276","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-276.html"
"Cancer Research Education Grants Program - Curriculum or Methods Development (R25 Clinical Trial Not Allowed)","9/29/2023","1/8/2027","R25","NIH","NCI","None","PAR-23-278","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-278.html"
"Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R43/R44 Clinical Trial Optional)","9/28/2023","3/14/2026","R43/R44","NIH","NIDA","None","RFA-DA-25-048","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-048.html"
"Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R41/R42 Clinical Trial Optional)","9/28/2023","3/14/2026","R41/R42","NIH","NIDA","None","RFA-DA-25-047","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-047.html"
